article_id,title,body,link
102,Specialist Testifies Depression Was Issue in Kevorkian Cases,A nationally recognized specialist on suicide testified today that two patients of Dr. Jack Kevorkian might not have wanted to take their own lives if they had been treated for clinical depression.,https://www.nytimes.com/1996/04/24/us/specialist-testifies-depression-was-issue-in-kevorkian-cases.html
103,Rose McGowan Calls for ‘Collective Conversation’ on Depression After Bourdain’s Death,"The actress Rose McGowan echoed calls for a broad conversation about depression and mental illness in an open letter on Monday about her friend Asia Argento, an actress, and Ms. Argento’s partner, Anthony Bourdain, who killed himself last week.",https://www.nytimes.com/2018/06/11/arts/rose-mcgowan-open-letter-bourdain.html
104,A Stand-Up Talks About Depression. He Hopes You’ll Laugh.,"The title of Chris Gethard’s new solo show, “Career Suicide,” and its accompanying poster — he’s seen with a cartoon noose around his neck — might seem like an odd choice for a comedy. But, as Mr. Gethard’s fans have come to learn, it’s an apt title for a comedian whose work often addresses his struggles with depression and anxiety and whose career has had its share of twists and turns.",https://www.nytimes.com/2016/10/12/arts/a-stand-up-talks-about-depression-he-hopes-youll-laugh.html
105,DiPietro Discusses Depression During Struggles With Islanders,"Goaltender Rick DiPietro, waived last week by the Islanders and sent to the American Hockey League, said in a television interview Thursday that he had battled depression and even had suicidal thoughts over his inability to live up to the 15-year $67.5 million contract he signed in 2006.",https://slapshot.blogs.nytimes.com/2013/02/28/dipietro-discusses-depression-during-struggles-with-islanders/
106,Depression: No Minimum Age,"LITTLE more than a year ago, Ira (not his real name), then 6 years old, put two electric plugs together because he said he wanted to die, according to his mother, Mrs. L. ''Looking back,'' she said, ''I should have seen it coming. He was a compulsive child. He would come home from school and say, 'I have 16 things to do today.' You got the sense he felt pressured.''",https://www.nytimes.com/1989/03/12/nyregion/depression-no-minimum-age.html
107,Can We Stop Suicides? ,"In May of 2017, Louise decided that her life was just too difficult, so she’d end it. In the previous four years, three siblings and a half-sibling had died, two from disease, one from fire and one from choking. Close friends had moved away. She felt painfully, unbearably alone. It would be the fourth time Louise (I’m using her middle name to protect her privacy), then 68, would attempt suicide, and she was determined to get it right.",https://www.nytimes.com/2018/11/30/opinion/sunday/suicide-ketamine-depression.html
108,Climbing Out of a Deep Depression by Learning to Lean on Others,"From a very young age, Iris Nieves served as a caretaker and provider, roles that made it difficult for her to ask for help.",https://www.nytimes.com/2014/12/15/nyregion/climbing-out-of-a-deep-depression-by-learning-to-lean-on-others.html
109,Preventing suicide among the elderly,"NEW YORK — Suicide is more common among older Americans than any other age group. The statistics are daunting. While people 65 and older account for 12 percent of the population, they represent 16 percent to 25 percent of the suicides. Four out of five suicides in older adults are men. And among white men over 85, the suicide rate - 50 per 100,000 men - is six times that of the general population.",https://www.nytimes.com/2007/11/27/health/27iht-snbrody.1.8495618.html
110,"Veterans Agency to Offer New Depression Drug, Despite Cost and Safety Concerns","Confronted by a rising rate of suicides in some groups of veterans., the Department of Veterans Affairs on Friday decided to approve the use of a new and costly depression drug, despite concerns among doctors and other experts about the drug’s effectiveness.",https://www.nytimes.com/2019/06/21/health/ketamine-depression-veterans.html
111,The Empty Promise of Suicide Prevention,"SACRAMENTO — If suicide is preventable, why are so many people dying from it? Suicide is the 10th leading cause of death in the United States, and suicide rates just keep rising.",https://www.nytimes.com/2019/04/26/opinion/sunday/suicide-prevention.html
112,Medicare Will Not Cover Nerve Device in Depression,Regulators who oversee Medicare said yesterday that they did not think it was reasonable or necessary to begin covering Cyberonics’ implanted electrical stimulator to treat severe depression in patients who had failed with other therapies. ,https://www.nytimes.com/2007/02/06/business/06cyberonics.html
113,Missing in Talk of Right to Die: Depression's Grip on a Patient,A SIGN painter was just 31 years old when he found out he had AIDS; the diagnosis led to an emotional tidal wave that left depression in its wake.,https://www.nytimes.com/1991/12/04/news/missing-in-talk-of-right-to-die-depression-s-grip-on-a-patient.html
114,Suicide Urge Found High on Wednesday And Low Saturday,,https://www.nytimes.com/1965/04/02/archives/suicide-urge-found-high-on-wednesday-and-low-saturday.html
115,F.D.A. Approves First Drug for Postpartum Depression,"The first drug for women suffering postpartum depression received federal approval on Tuesday, a move likely to pave the way for a wave of treatments to address a debilitating condition that is the most common complication of pregnancy.",https://www.nytimes.com/2019/03/19/health/postpartum-depression-drug.html
116,Depression’s Upside," The Victorians had many names for depression, and Charles Darwin used them all. There were his “fits” brought on by “excitements,” “flurries” leading to an “uncomfortable palpitation of the heart” and “air fatigues” that triggered his “head symptoms.” In one particularly pitiful letter, written to a specialist in “psychological medicine,” he confessed to “extreme spasmodic daily and nightly flatulence” and “hysterical crying” whenever Emma, his devoted wife, left him alone. ",https://www.nytimes.com/2010/02/28/magazine/28depression-t.html
117,Waiting for Depression to Lift,"It’s late morning on a balmy September day. I try to summon the will to run from the bench where I’m sitting on Broadway and dive under the massive wheels of one of the trucks roaring past. Which section of my body, I wonder, should I hurl beneath the tires. Where would hurt the least, and soonest erase my suffering. I clutch my cellphone, hating its potential for rescue signals.",https://www.nytimes.com/2017/11/26/well/mind/waiting-for-depression-to-lift.html
118,Pressures--And Suicides--Rising on Campus,,https://www.nytimes.com/1966/10/09/archives/pressuresand-suicidesrising-on-campus.html
119,I Achieved My Wildest Dreams. Then Depression Hit.,"What if athletes and coaches were trained to look for depression just as vigilantly as they’d be watching for a hamstring pull? In the Op-Ed video above, Alexi Pappas, who lives in Los Angeles, argues that we should view mental health and physical health as equally important and as treatable as a torn ACL. She would know. She’s a record-setting runner who raced at the 2016 Olympics in Rio but came crashing down after she experienced clinical depression soon after.",https://www.nytimes.com/2020/12/07/opinion/alexi-pappas-depression.html
120,How to Fight Suicide,"Agnes McKeen lives in Klamath Falls, Ore. About three years ago, at 16, Agnes’s son Harrison took his own life.",https://www.nytimes.com/2019/03/14/opinion/suicide-prevention.html
121,How to Fight Suicide,"Agnes McKeen lives in Klamath Falls, Ore. About three years ago, at 16, Agnes’s son Harrison took his own life.",https://www.nytimes.com/2019/03/14/opinion/suicide-prevention.html
122,Offering Help to Depression Sufferers,"THOSE who break a leg or an arm will see a doctor immediately, but fewer than one-third of those who suffer from clinical depression, a far more severe malady, are likely to seek help.",https://www.nytimes.com/1993/05/30/nyregion/offering-help-to-depression-sufferers.html
123,Suicide Findings Question Link to Antidepressants,"Two large new studies in The American Journal of Psychiatry suggest that treatment of depression, either with psychotherapy or drugs, reduces the risk of suicide attempts in all age groups, especially during the first months of treatment. The findings raise further questions about possible links between antidepressant drugs and suicide.",https://www.nytimes.com/2007/07/10/health/psychology/10depre.html
